policy_id,age,gender,marital_status,education,occupation,region,driving_experience_years,previous_accidents,traffic_violations,vehicle_year,vehicle_age,vehicle_make,vehicle_type,fuel_type,annual_mileage,engine_cc,coverage_type,annual_premium,deductible,policy_duration_years,multi_policy,credit_score,annual_income,num_dependents,claim_filed
798,71,Male,Married,Master,Unemployed,Rural,52,4,2,2018,6,Honda,SUV,Diesel,20568,2000,Basic,1222.67,500,1,1,628,160829,2,1
799,62,Male,Married,Master,Retired,Suburban,41,0,0,2008,16,Volkswagen,Hatchback,Petrol,33607,1200,Standard,1038.72,2000,7,1,364,138219,2,0
800,65,Male,Married,Master,Unemployed,Rural,43,1,1,2022,2,Nissan,Minivan,Petrol,33386,1500,Comprehensive,692.74,1000,2,1,577,123448,2,0
801,68,Male,Divorced,None,Self-Employed,Suburban,45,0,0,2018,6,Audi,Minivan,Diesel,27900,3500,Standard,2180.49,2000,8,1,818,114919,2,0
802,73,Male,Divorced,Master,Unemployed,Suburban,53,2,0,2008,16,Audi,SUV,Diesel,6919,2500,Standard,2985.65,500,12,1,345,107080,0,1
803,64,Male,Married,None,Unemployed,Rural,43,0,0,2018,6,Ford,Sedan,Electric,15736,1500,Basic,1323.25,250,1,0,608,50621,0,0
804,34,Male,Single,Master,Student,Suburban,11,2,2,2022,2,Audi,Pickup,Hybrid,21302,1500,Standard,2430.78,1000,3,0,618,97509,1,1
805,39,Male,Widowed,Master,Retired,Urban,20,1,2,2005,19,Volkswagen,SUV,Diesel,33083,2000,Standard,2457.11,1500,13,0,488,124768,1,1
806,58,Female,Divorced,Bachelor,Employed,Urban,35,3,0,2010,14,Honda,SUV,Diesel,14637,1200,Standard,1456.09,1500,12,1,618,120181,0,1
807,19,Male,Single,Bachelor,Retired,Rural,1,0,3,2021,3,Mercedes,Coupe,Hybrid,6965,1000,Comprehensive,340.54,1500,10,1,792,144639,4,1
808,29,Female,Widowed,High School,Retired,Suburban,10,4,0,2013,11,Ford,Minivan,Hybrid,7494,1200,Basic,2782.71,250,4,1,534,140494,1,1
809,64,Female,Single,PhD,Unemployed,Suburban,41,0,5,2021,3,Ford,Hatchback,Diesel,9043,2000,Comprehensive,2328.18,2000,6,1,670,85347,0,0
810,45,Female,Divorced,Master,Retired,Rural,24,0,0,2011,13,Honda,Sedan,Diesel,11342,1200,Comprehensive,2958.76,1000,13,1,386,133161,1,0
811,66,Male,Married,Master,Self-Employed,Suburban,47,0,2,2022,2,Nissan,Pickup,Diesel,31858,1000,Standard,1254.8,250,11,0,368,174053,3,0
812,70,Male,Divorced,Master,Self-Employed,Urban,49,1,2,2012,12,Hyundai,Minivan,Diesel,13741,2000,Basic,1193.77,500,15,1,312,24375,3,0
813,68,Male,Single,PhD,Student,Suburban,46,0,2,2018,6,Hyundai,SUV,Electric,13326,1500,Comprehensive,2879.88,1000,5,1,354,154391,0,0
814,41,Male,Widowed,None,Unemployed,Urban,20,1,1,2005,19,Hyundai,SUV,Petrol,9819,1800,Comprehensive,1683.73,1000,14,1,735,168701,2,0
815,74,Male,Divorced,Master,Student,Rural,51,0,0,2013,11,Chevrolet,Minivan,Diesel,13316,1500,Basic,2487.6,2000,9,1,558,60882,0,0
816,71,Male,Widowed,Bachelor,Unemployed,Urban,52,1,0,2008,16,Nissan,Pickup,Petrol,17841,3000,Basic,2847.99,2000,4,0,829,149921,4,0
817,53,Male,Married,Bachelor,Employed,Urban,35,0,0,2005,19,Toyota,Sedan,Hybrid,20116,1800,Basic,422.34,250,9,1,695,46903,0,1
818,41,Female,Single,Master,Employed,Rural,22,2,0,2015,9,BMW,Minivan,Petrol,24321,1800,Basic,2422.66,1000,7,0,499,97539,1,0
819,55,Female,Single,High School,Employed,Urban,32,1,0,2017,7,Ford,Sedan,Electric,31783,2500,Standard,2871.74,2000,7,1,376,101876,0,0
820,45,Female,Widowed,PhD,Retired,Urban,27,0,1,2016,8,Mercedes,Sedan,Petrol,28071,2500,Basic,2964.31,250,13,1,631,41364,1,0
821,55,Female,Widowed,High School,Unemployed,Rural,37,0,1,2011,13,Volkswagen,Pickup,Diesel,14640,1800,Standard,1742.6,2000,10,1,463,116820,2,0
822,51,Male,Widowed,None,Unemployed,Rural,28,1,0,2020,4,Audi,Sedan,Electric,6003,1500,Comprehensive,1457.64,1000,8,0,765,113842,0,0
823,26,Male,Single,Bachelor,Student,Rural,6,0,3,2021,3,Audi,Coupe,Diesel,17456,1000,Basic,1793.9,250,13,1,442,34094,3,0
824,50,Female,Single,PhD,Student,Suburban,30,1,1,2009,15,Chevrolet,Hatchback,Hybrid,24730,1200,Basic,560.74,2000,3,1,394,174528,2,0
825,26,Female,Divorced,Bachelor,Self-Employed,Urban,4,3,0,2023,1,Honda,Pickup,Petrol,31580,2000,Standard,2246.72,1000,5,0,407,160110,1,1
826,71,Male,Divorced,PhD,Unemployed,Urban,53,2,0,2016,8,Chevrolet,Sedan,Petrol,29062,1000,Comprehensive,1378.11,1000,7,1,354,135417,0,0
827,35,Female,Married,None,Self-Employed,Rural,13,0,1,2013,11,Toyota,Sedan,Petrol,20908,1800,Comprehensive,793.47,1000,12,1,546,38616,0,0
828,42,Female,Single,PhD,Employed,Urban,22,3,1,2006,18,Honda,Sedan,Electric,5033,1800,Standard,2691.95,250,14,0,622,63740,1,0
829,20,Female,Married,PhD,Employed,Rural,1,0,0,2007,17,Volkswagen,Coupe,Electric,27298,1000,Standard,992.35,250,15,1,635,198271,0,0
830,27,Female,Widowed,None,Unemployed,Rural,8,2,0,2009,15,Audi,Hatchback,Electric,20473,2000,Standard,2558.1,250,10,0,785,68001,3,0
831,23,Male,Single,High School,Retired,Suburban,5,0,1,2024,0,Volkswagen,SUV,Diesel,7251,1800,Standard,876.01,1000,8,1,836,78427,1,0
832,44,Male,Widowed,Master,Unemployed,Suburban,26,1,0,2023,1,Nissan,SUV,Electric,34196,1500,Comprehensive,1659.13,2000,5,0,625,74729,1,0
833,58,Female,Widowed,Bachelor,Unemployed,Urban,38,0,0,2019,5,Mercedes,Minivan,Petrol,17893,1500,Comprehensive,1206.02,250,6,1,463,68999,2,0
834,18,Male,Divorced,Master,Employed,Urban,0,1,0,2005,19,Audi,Sedan,Diesel,8267,3000,Basic,1549.29,2000,7,0,319,52309,1,1
835,61,Female,Single,Bachelor,Self-Employed,Rural,43,0,1,2012,12,Hyundai,Hatchback,Petrol,27367,1200,Basic,2711.02,500,3,1,621,163344,1,0
836,18,Male,Widowed,High School,Employed,Suburban,0,0,2,2010,14,Hyundai,Minivan,Electric,19422,2000,Comprehensive,1217.42,1500,5,0,804,41186,2,0
837,72,Male,Widowed,None,Unemployed,Urban,52,1,1,2016,8,Toyota,SUV,Petrol,6577,1000,Standard,1077.18,2000,4,1,312,68284,2,0
838,18,Female,Divorced,Bachelor,Employed,Urban,0,0,1,2014,10,Honda,Sedan,Electric,25540,1800,Basic,2879.61,1000,15,0,667,105730,2,1
839,54,Female,Married,High School,Retired,Suburban,36,0,0,2020,4,Audi,Coupe,Petrol,26106,1000,Comprehensive,1456.88,2000,1,0,696,130142,1,1
840,33,Female,Divorced,Bachelor,Self-Employed,Rural,14,1,0,2023,1,Hyundai,SUV,Petrol,5091,1500,Standard,1317.84,500,6,1,308,72138,0,0
841,18,Male,Widowed,Bachelor,Student,Suburban,0,0,0,2014,10,Honda,Pickup,Electric,11021,1800,Comprehensive,804.28,2000,12,0,524,73018,1,0
842,22,Male,Single,None,Employed,Rural,1,2,0,2012,12,Toyota,Minivan,Hybrid,21725,1500,Basic,708.96,250,2,1,702,131410,0,1
843,36,Female,Widowed,Master,Unemployed,Rural,14,0,2,2010,14,Honda,SUV,Hybrid,15213,1200,Basic,923.55,500,7,0,308,196984,0,0
844,51,Male,Single,Master,Student,Suburban,33,1,0,2019,5,Honda,Sedan,Electric,32585,1200,Comprehensive,2330.22,250,3,0,741,198611,4,1
845,64,Male,Single,Master,Unemployed,Urban,42,1,0,2005,19,Hyundai,Coupe,Petrol,19212,1200,Basic,1658.46,500,9,1,640,159241,2,0
846,74,Female,Widowed,PhD,Self-Employed,Rural,51,0,1,2006,18,Toyota,Hatchback,Diesel,20687,1800,Comprehensive,1930.46,500,2,1,458,148305,3,0
847,29,Female,Divorced,Master,Employed,Rural,11,4,0,2020,4,Ford,Sedan,Petrol,10820,1800,Comprehensive,1095.27,500,11,0,438,188666,4,1
848,35,Female,Divorced,Bachelor,Self-Employed,Rural,13,1,0,2016,8,Audi,Coupe,Diesel,27973,1000,Basic,2286.44,250,3,0,512,28292,0,0
849,27,Male,Married,Bachelor,Student,Suburban,7,2,0,2008,16,BMW,Hatchback,Diesel,6357,2500,Basic,1659.01,1500,6,0,716,81444,1,1
850,21,Female,Married,PhD,Student,Suburban,1,0,1,2024,0,Nissan,SUV,Diesel,30162,1000,Basic,2059.76,2000,2,1,375,138122,0,0
851,20,Male,Married,High School,Employed,Suburban,1,2,1,2013,11,Honda,Coupe,Hybrid,17841,1200,Comprehensive,519.13,500,2,1,798,18667,2,1
852,41,Female,Widowed,PhD,Employed,Suburban,22,1,3,2007,17,Audi,Coupe,Hybrid,16863,1500,Standard,1869.28,1000,5,0,751,128111,1,1
853,67,Male,Married,None,Student,Suburban,49,0,1,2010,14,Chevrolet,SUV,Diesel,32738,1200,Basic,1471.37,250,2,1,450,82037,0,0
854,26,Female,Divorced,Master,Self-Employed,Urban,3,0,1,2006,18,Nissan,Minivan,Hybrid,24468,3000,Comprehensive,564.83,2000,15,1,451,182633,0,1
855,23,Female,Divorced,Bachelor,Self-Employed,Rural,3,2,2,2014,10,Chevrolet,SUV,Electric,26846,1000,Comprehensive,936.8,500,5,0,335,195754,0,1
856,72,Female,Widowed,High School,Retired,Rural,52,0,0,2017,7,Audi,Minivan,Electric,21363,1500,Standard,1383.72,1000,12,1,504,109500,4,0
857,54,Female,Divorced,PhD,Student,Rural,32,1,0,2007,17,Volkswagen,SUV,Electric,9144,1000,Standard,1070.99,250,9,0,640,177090,3,0
858,23,Female,Married,PhD,Unemployed,Urban,3,1,0,2017,7,Volkswagen,Hatchback,Hybrid,10954,1200,Basic,336.57,1000,3,0,676,169272,4,1
859,70,Female,Single,Master,Unemployed,Rural,51,0,2,2018,6,Honda,Hatchback,Electric,34036,1500,Comprehensive,2485.9,1500,10,1,525,187434,2,1
860,61,Male,Single,None,Employed,Suburban,39,2,3,2009,15,Honda,Sedan,Electric,28917,1800,Basic,2773.61,2000,5,1,460,69818,1,0
861,35,Male,Widowed,None,Student,Suburban,15,2,1,2020,4,Toyota,Sedan,Hybrid,11356,2000,Basic,2648.17,250,12,1,649,53689,0,0
862,46,Male,Widowed,PhD,Retired,Suburban,27,0,0,2013,11,Toyota,Minivan,Petrol,30008,2000,Standard,2501.29,1500,15,0,325,111334,1,0
863,20,Male,Single,Bachelor,Student,Rural,1,1,0,2010,14,Hyundai,Pickup,Diesel,8929,1800,Comprehensive,1113.03,2000,12,0,522,119332,2,0
864,23,Female,Married,High School,Self-Employed,Urban,4,0,0,2009,15,Nissan,Pickup,Diesel,34703,2000,Comprehensive,2041.16,2000,12,1,552,105169,0,1
865,70,Male,Married,Bachelor,Self-Employed,Urban,47,1,2,2012,12,Audi,SUV,Diesel,5046,1500,Standard,2166.21,500,13,1,530,48869,0,1
866,20,Female,Widowed,High School,Employed,Rural,0,0,0,2024,0,Chevrolet,Sedan,Diesel,32189,2500,Standard,404.15,250,8,0,459,118920,0,0
867,70,Male,Married,High School,Student,Rural,47,0,1,2013,11,Nissan,Hatchback,Hybrid,20678,1500,Standard,2335.13,500,3,0,521,196102,4,1
868,63,Male,Single,None,Retired,Suburban,44,0,5,2023,1,Ford,Minivan,Diesel,10853,2000,Standard,1393.57,1500,3,1,516,112410,2,0
869,33,Female,Married,High School,Employed,Rural,15,0,1,2020,4,Mercedes,Sedan,Diesel,5206,1800,Standard,918.61,2000,5,0,631,53927,0,0
870,32,Female,Married,PhD,Employed,Rural,12,1,0,2020,4,Hyundai,Pickup,Petrol,15283,2000,Standard,421.59,1000,5,0,478,179156,2,0
871,45,Female,Single,High School,Unemployed,Rural,25,0,0,2023,1,Honda,Coupe,Hybrid,24412,3500,Comprehensive,1166.81,2000,8,1,489,30780,1,1
872,34,Male,Widowed,Bachelor,Employed,Urban,12,2,0,2009,15,Honda,SUV,Electric,7401,3000,Comprehensive,957.86,1500,15,1,773,154455,2,0
873,20,Female,Married,High School,Self-Employed,Suburban,0,2,0,2024,0,Ford,SUV,Hybrid,26365,1500,Basic,1543.03,1000,12,1,730,107383,0,0
874,31,Female,Married,High School,Unemployed,Urban,8,1,0,2011,13,Toyota,Coupe,Electric,10953,1500,Basic,423.34,250,10,0,660,21165,2,0
875,42,Female,Divorced,None,Student,Suburban,21,0,0,2009,15,Volkswagen,Coupe,Hybrid,17964,1500,Comprehensive,2096.53,1500,8,1,604,165050,1,0
876,37,Male,Widowed,Bachelor,Student,Suburban,16,1,0,2015,9,Toyota,Sedan,Hybrid,13004,1500,Comprehensive,895.6,500,1,1,578,163123,1,1
877,23,Male,Divorced,Bachelor,Unemployed,Rural,2,0,0,2016,8,Audi,Pickup,Petrol,10873,1500,Basic,736.08,500,8,1,511,126821,0,0
878,72,Female,Divorced,None,Unemployed,Rural,50,1,1,2016,8,Mercedes,Pickup,Hybrid,13126,1500,Standard,2335.04,1000,12,0,614,82475,3,0
879,37,Male,Widowed,None,Unemployed,Rural,18,1,0,2013,11,Mercedes,Coupe,Hybrid,14341,1500,Standard,2668.1,1000,1,0,449,73858,0,1
880,56,Female,Married,None,Unemployed,Rural,34,1,3,2008,16,BMW,SUV,Petrol,5261,3500,Comprehensive,1502.97,250,12,0,417,140498,2,1
881,72,Female,Married,Master,Student,Suburban,52,0,1,2009,15,Toyota,SUV,Petrol,6406,1500,Comprehensive,1468.66,1000,7,0,451,175153,0,1
882,75,Female,Single,Bachelor,Employed,Urban,52,2,0,2017,7,Hyundai,Coupe,Hybrid,11236,1500,Standard,1995.61,1500,1,1,380,165382,2,0
883,34,Female,Divorced,Bachelor,Retired,Rural,14,0,0,2007,17,BMW,Coupe,Electric,6574,2500,Standard,2703.67,500,14,1,461,190832,2,1
884,37,Female,Divorced,Bachelor,Retired,Suburban,18,1,0,2012,12,Chevrolet,Minivan,Hybrid,21529,2000,Comprehensive,2462.69,1500,13,0,333,159747,3,0
885,59,Female,Married,None,Retired,Suburban,37,3,0,2007,17,Chevrolet,Pickup,Electric,7110,1800,Basic,2982.58,1000,4,1,359,55675,0,0
886,71,Female,Single,Bachelor,Self-Employed,Rural,49,3,0,2015,9,Ford,Pickup,Electric,28915,2500,Basic,837.22,500,9,0,539,17442,0,1
887,24,Male,Married,High School,Self-Employed,Urban,5,0,0,2019,5,Honda,Minivan,Petrol,26965,3000,Standard,1286.04,250,8,1,445,140406,2,1
888,33,Male,Married,Master,Retired,Urban,15,0,2,2012,12,Audi,Coupe,Electric,31740,1800,Basic,378.42,1000,12,0,347,48306,2,0
889,69,Male,Single,PhD,Self-Employed,Urban,46,1,0,2016,8,Toyota,Pickup,Hybrid,32240,1500,Comprehensive,1548.94,250,14,1,807,99178,3,1
890,71,Male,Divorced,High School,Student,Suburban,48,0,1,2019,5,Ford,Minivan,Hybrid,25608,1200,Comprehensive,2654.97,250,3,0,624,171971,0,0
891,68,Female,Widowed,PhD,Unemployed,Suburban,45,0,1,2009,15,BMW,Pickup,Diesel,25552,1200,Comprehensive,2377.44,250,13,0,402,49076,0,0
892,25,Female,Single,Bachelor,Retired,Rural,3,0,3,2024,0,Toyota,Minivan,Petrol,19890,2500,Standard,1086.64,250,13,0,454,107411,0,0
893,57,Female,Divorced,Bachelor,Unemployed,Suburban,34,2,1,2020,4,Honda,SUV,Diesel,9656,3000,Standard,2320.78,500,4,1,486,57873,0,0
894,27,Male,Single,PhD,Self-Employed,Suburban,4,0,2,2023,1,Volkswagen,SUV,Diesel,29249,2000,Comprehensive,1756.86,500,4,1,601,94178,1,0
895,19,Female,Widowed,None,Unemployed,Rural,0,0,0,2010,14,Toyota,Hatchback,Hybrid,30098,1800,Standard,492.7,1000,4,1,808,82470,2,0
896,43,Female,Married,Bachelor,Unemployed,Rural,23,0,0,2019,5,Chevrolet,Pickup,Electric,31043,1200,Standard,1831.54,250,7,0,708,106564,2,1
897,19,Female,Married,Bachelor,Unemployed,Suburban,1,0,3,2018,6,BMW,Sedan,Diesel,24379,1500,Comprehensive,2193.05,1500,4,1,550,136444,2,0
898,59,Female,Married,None,Retired,Rural,40,0,0,2015,9,Mercedes,Coupe,Petrol,26178,2000,Standard,562.16,500,12,0,528,186626,2,0
899,20,Female,Married,Bachelor,Employed,Rural,2,0,0,2010,14,Honda,Hatchback,Electric,21756,2000,Basic,2220.32,2000,3,1,727,155452,1,0
900,75,Male,Single,None,Employed,Rural,55,0,1,2017,7,Mercedes,Hatchback,Diesel,32432,2500,Basic,414.97,1500,3,1,752,182321,2,1
901,38,Female,Widowed,Master,Student,Rural,18,1,0,2018,6,Ford,SUV,Electric,26577,1200,Comprehensive,680.46,1500,13,0,483,34687,0,1
902,20,Female,Married,None,Retired,Rural,1,1,0,2020,4,Nissan,Coupe,Petrol,7950,1800,Comprehensive,1505.59,1500,10,1,839,40306,2,0
903,30,Male,Single,High School,Self-Employed,Suburban,9,0,1,2010,14,Toyota,Sedan,Petrol,16397,3000,Comprehensive,735.49,1000,4,1,493,40260,0,0
904,38,Male,Divorced,Bachelor,Unemployed,Urban,16,1,3,2022,2,Ford,Pickup,Diesel,26626,2000,Comprehensive,468.61,1500,7,1,467,134901,2,0
905,72,Male,Married,None,Self-Employed,Rural,50,2,1,2011,13,BMW,Pickup,Hybrid,34495,2000,Comprehensive,1207.8,250,15,1,481,119241,1,1
906,67,Male,Single,High School,Self-Employed,Urban,44,0,0,2012,12,Audi,SUV,Petrol,27053,1800,Comprehensive,2273.94,500,6,0,772,172309,2,1
907,63,Male,Widowed,PhD,Student,Suburban,45,1,0,2016,8,Audi,SUV,Petrol,25801,2500,Comprehensive,1711.15,1000,4,0,430,137444,2,0
908,25,Female,Single,Master,Unemployed,Suburban,3,2,1,2022,2,Mercedes,Hatchback,Hybrid,10839,2000,Basic,2974.82,500,12,1,685,111636,2,0
909,52,Female,Married,None,Retired,Rural,34,0,0,2014,10,Audi,Coupe,Diesel,16253,1500,Comprehensive,1036.64,1500,11,0,755,93082,3,0
910,56,Male,Widowed,Master,Student,Urban,34,0,1,2014,10,Honda,Pickup,Hybrid,20873,1000,Basic,1793.76,2000,8,1,809,81823,2,0
911,72,Female,Widowed,Master,Employed,Rural,53,2,2,2014,10,Honda,Pickup,Hybrid,12947,1500,Standard,1701.27,1000,4,1,849,154779,0,1
912,52,Male,Divorced,Master,Retired,Urban,30,0,1,2017,7,Toyota,Hatchback,Diesel,8875,2500,Basic,742.87,500,8,0,706,119913,0,0
913,21,Male,Married,Master,Unemployed,Suburban,1,0,1,2005,19,Nissan,Coupe,Diesel,33669,2000,Basic,1190.68,1000,11,0,785,83658,3,0
914,24,Female,Widowed,Bachelor,Employed,Urban,3,1,3,2006,18,Toyota,SUV,Petrol,27271,1500,Standard,2351.39,1500,2,1,508,19531,3,0
915,42,Female,Single,None,Retired,Rural,23,2,5,2014,10,Volkswagen,Pickup,Petrol,21470,2000,Comprehensive,2763.12,250,9,1,465,123644,3,0
916,19,Male,Married,PhD,Retired,Rural,1,0,0,2014,10,Mercedes,Hatchback,Diesel,24708,1800,Basic,1362.17,1000,11,1,732,161440,3,0
917,41,Male,Divorced,High School,Student,Urban,22,0,3,2024,0,Audi,Pickup,Hybrid,9486,1500,Standard,2373.92,500,14,0,427,174642,0,1
918,59,Female,Widowed,High School,Retired,Suburban,39,0,0,2022,2,Mercedes,Minivan,Electric,17201,1800,Comprehensive,1480.1,500,2,0,847,74041,1,0
919,23,Male,Divorced,Master,Retired,Urban,5,0,2,2024,0,Toyota,Sedan,Diesel,17923,1200,Basic,2855.56,250,15,1,542,182796,0,0
920,49,Male,Widowed,Master,Unemployed,Rural,27,1,1,2022,2,Hyundai,Minivan,Electric,23158,1500,Basic,1878.03,1000,3,1,443,96953,0,1
921,49,Female,Single,PhD,Employed,Urban,29,2,1,2006,18,Hyundai,Hatchback,Petrol,13464,1800,Standard,1026.96,500,13,1,519,108486,2,1
922,64,Female,Single,PhD,Employed,Suburban,42,0,2,2023,1,Chevrolet,SUV,Electric,14482,2500,Comprehensive,848.57,1000,4,1,822,155067,0,1
923,44,Male,Single,Bachelor,Self-Employed,Rural,22,2,5,2018,6,Toyota,Coupe,Hybrid,21581,1800,Basic,2492.63,2000,2,1,478,140807,2,1
924,53,Female,Married,Master,Employed,Suburban,34,0,1,2018,6,Hyundai,Minivan,Diesel,15729,2000,Standard,2492.85,2000,1,0,824,162986,3,0
925,61,Female,Married,Master,Retired,Suburban,40,0,0,2017,7,Ford,Coupe,Hybrid,24295,3000,Standard,906.11,1500,3,1,685,179916,3,0
926,75,Female,Single,None,Unemployed,Rural,53,1,1,2008,16,Toyota,Coupe,Electric,20718,1500,Basic,1734.49,500,14,1,467,39956,2,0
927,44,Female,Divorced,Bachelor,Retired,Suburban,24,1,1,2021,3,Mercedes,Coupe,Hybrid,24098,1500,Basic,1814.81,1000,14,1,636,181490,2,0
928,51,Male,Single,None,Employed,Urban,32,0,1,2019,5,Nissan,Coupe,Petrol,31869,1200,Comprehensive,1759.21,2000,15,1,383,136142,0,1
929,37,Female,Divorced,High School,Retired,Urban,16,0,2,2021,3,Volkswagen,Coupe,Petrol,7719,1200,Basic,2023.13,500,9,1,744,155607,0,1
930,49,Male,Divorced,Master,Unemployed,Urban,31,1,1,2023,1,Ford,Sedan,Hybrid,20335,1800,Standard,1152.18,2000,14,1,733,168406,0,0
931,41,Male,Divorced,None,Unemployed,Urban,18,0,1,2015,9,BMW,SUV,Hybrid,5654,2000,Basic,629.02,500,13,0,310,80174,4,0
932,72,Female,Divorced,Bachelor,Retired,Suburban,54,0,0,2023,1,Toyota,Minivan,Electric,32077,1800,Basic,2610.08,250,1,1,635,30989,3,0
933,63,Female,Married,PhD,Employed,Suburban,40,1,1,2011,13,Volkswagen,Pickup,Diesel,34983,1800,Basic,2163.56,2000,12,1,551,69784,1,0
934,21,Male,Divorced,None,Retired,Suburban,3,0,3,2019,5,BMW,Sedan,Electric,33205,1500,Standard,946.4,1500,10,0,665,105889,3,1
935,33,Female,Single,Bachelor,Unemployed,Urban,12,0,0,2010,14,Nissan,Coupe,Hybrid,30090,2000,Standard,312.65,500,5,0,833,36550,1,1
936,63,Female,Single,High School,Employed,Rural,40,0,3,2011,13,Hyundai,Coupe,Electric,18421,2500,Basic,2933.34,250,1,0,301,50486,1,1
937,49,Female,Married,PhD,Self-Employed,Rural,31,0,0,2013,11,Chevrolet,Sedan,Diesel,24397,1500,Basic,2801.73,2000,7,0,728,144839,1,0
938,73,Male,Married,Bachelor,Unemployed,Rural,53,3,1,2013,11,Hyundai,Hatchback,Petrol,33038,2000,Standard,1751.62,1500,3,1,426,133885,0,1
939,45,Male,Single,PhD,Retired,Rural,27,0,3,2023,1,Nissan,Coupe,Petrol,21621,1800,Comprehensive,1568.71,1000,9,0,539,71216,1,0
940,46,Male,Divorced,High School,Self-Employed,Rural,28,1,1,2008,16,Hyundai,SUV,Hybrid,5759,1200,Basic,1368.92,1000,5,0,340,83672,0,0
941,73,Male,Single,None,Employed,Rural,50,0,0,2005,19,Mercedes,Hatchback,Petrol,5644,1000,Comprehensive,1635.82,2000,14,1,402,163118,0,1
942,33,Male,Single,None,Student,Rural,11,0,3,2009,15,Ford,Hatchback,Hybrid,5922,1800,Comprehensive,1806.66,500,12,1,561,165558,1,1
943,49,Female,Married,Bachelor,Retired,Urban,29,2,1,2011,13,Ford,Pickup,Petrol,8535,1800,Comprehensive,439.37,500,5,1,838,128146,0,1
944,18,Male,Widowed,PhD,Self-Employed,Urban,0,1,0,2015,9,BMW,Pickup,Hybrid,28640,1200,Comprehensive,1273.06,1500,9,0,310,103857,1,1
945,24,Female,Married,Bachelor,Retired,Rural,6,0,0,2024,0,Chevrolet,Sedan,Diesel,29662,2000,Comprehensive,1518.97,500,2,0,509,156698,3,0
946,65,Female,Single,PhD,Student,Urban,46,0,2,2013,11,Hyundai,Minivan,Electric,29362,1500,Basic,2996.74,250,10,0,370,139246,3,0
947,37,Male,Widowed,High School,Self-Employed,Urban,17,0,2,2009,15,Ford,Hatchback,Diesel,8042,2000,Basic,688.99,500,4,1,384,52202,4,0
948,60,Male,Divorced,Master,Student,Suburban,41,0,0,2010,14,Volkswagen,Minivan,Electric,15348,1200,Basic,1569.88,250,11,1,607,161064,0,0
949,26,Female,Divorced,Master,Unemployed,Rural,6,0,0,2008,16,Honda,Coupe,Petrol,15474,3000,Comprehensive,1869.89,250,3,1,714,199318,0,0
950,52,Female,Divorced,PhD,Unemployed,Suburban,30,1,0,2019,5,Volkswagen,Sedan,Petrol,21390,1800,Standard,1531.7,250,9,0,748,187320,2,1
951,54,Male,Widowed,Master,Unemployed,Rural,35,0,0,2006,18,Volkswagen,Coupe,Diesel,17879,1800,Comprehensive,1988.38,500,13,1,535,88033,2,0
952,35,Female,Single,None,Self-Employed,Urban,16,1,1,2015,9,Mercedes,Pickup,Diesel,9850,2000,Basic,754.07,500,4,1,451,18812,1,1
953,66,Male,Single,High School,Employed,Urban,44,0,0,2014,10,Volkswagen,Pickup,Diesel,24455,1200,Basic,309.07,2000,10,0,424,81092,0,0
954,19,Male,Widowed,None,Self-Employed,Urban,0,1,0,2019,5,Audi,Minivan,Hybrid,29248,2000,Basic,1348.15,2000,13,1,607,157429,4,0
955,72,Female,Widowed,Master,Student,Urban,54,0,3,2023,1,Nissan,Hatchback,Diesel,13160,1800,Basic,2252.13,500,8,0,398,152203,3,1
956,53,Female,Divorced,Master,Unemployed,Urban,31,3,0,2005,19,BMW,Minivan,Electric,31375,2500,Basic,484.72,500,6,0,584,123232,1,1
957,54,Female,Divorced,None,Retired,Suburban,33,0,1,2008,16,Toyota,Coupe,Diesel,13748,2500,Comprehensive,343.29,500,12,0,819,54900,4,0
958,50,Female,Divorced,High School,Self-Employed,Suburban,31,0,0,2007,17,Chevrolet,Hatchback,Electric,34649,1200,Basic,2432.11,1000,11,0,721,96677,0,0
959,40,Female,Single,High School,Retired,Urban,21,1,5,2022,2,Ford,Coupe,Electric,8512,1800,Comprehensive,1430.42,250,11,0,635,105689,2,1
960,43,Male,Single,High School,Student,Rural,24,0,0,2018,6,Toyota,Sedan,Petrol,9187,1800,Comprehensive,686.98,250,1,0,479,67560,4,1
961,58,Female,Single,Master,Employed,Urban,40,1,0,2022,2,Hyundai,Sedan,Hybrid,29098,1800,Standard,905.85,1000,5,1,347,95074,2,0
962,46,Female,Married,Master,Student,Urban,28,1,0,2005,19,Hyundai,Pickup,Diesel,28982,1500,Basic,1000.58,1000,9,1,385,143757,4,0
963,28,Female,Single,Bachelor,Student,Rural,9,0,5,2021,3,Volkswagen,Pickup,Hybrid,16504,3000,Standard,2872.3,500,5,0,752,122156,3,0
964,72,Female,Divorced,PhD,Student,Urban,49,0,0,2011,13,Hyundai,Sedan,Petrol,18526,3500,Basic,2476.95,1000,9,1,608,53161,0,0
965,35,Male,Divorced,High School,Retired,Rural,14,2,1,2022,2,Ford,Sedan,Diesel,7846,1500,Comprehensive,1468.62,1000,10,1,467,108563,0,0
966,19,Female,Divorced,Master,Employed,Urban,1,1,1,2011,13,Nissan,Coupe,Petrol,22406,1200,Basic,306.81,1500,4,1,530,103437,2,0
967,50,Male,Single,None,Unemployed,Suburban,28,2,1,2017,7,Volkswagen,Hatchback,Petrol,16380,2500,Basic,2981,500,2,0,679,96527,0,0
