Claim_ID,Age,Gender,Policy_Type,Vehicle_Type,Accident_Type,Annual_Premium,Claim_Amount,Police_Report,Witness_Present,Past_Claims,Days_To_Claim,Incident_Location,Claim_Status
51579,50,Female,Basic,Sedan,Total Loss,65908,335049,No,Yes,1,5,Urban,0
50154,20,Male,Gold,Sedan,Major,52464,101480,No,Yes,0,58,Urban,0
53562,35,Female,Basic,Sedan,Major,75982,510605,Yes,Yes,0,35,Rural,0
52078,45,Male,Basic,Hatchback,Total Loss,57344,461533,No,Yes,0,43,Urban,0
55434,71,Male,Premium,Sedan,Total Loss,81860,383573,Yes,No,4,18,Rural,0
54684,71,Male,Basic,Truck,Major,52464,422364,Yes,Yes,3,59,Urban,0
54275,62,Male,Premium,SUV,Total Loss,48077,495473,Yes,Yes,0,47,Rural,0
51578,24,Male,Gold,Sedan,Total Loss,21018,241110,Yes,No,1,22,Rural,0
50746,26,Male,Premium,SUV,Total Loss,73784,295926,No,No,2,4,Rural,0
53178,18,Male,Basic,Truck,Minor,62497,261133,No,No,2,10,Urban,0
50721,62,Male,Gold,Truck,Minor,84433,103314,No,No,5,24,Rural,0
52242,58,Female,Premium,Truck,Minor,21486,212317,No,No,4,43,Rural,0
51128,51,Male,Basic,Hatchback,Major,58631,340531,Yes,Yes,3,40,Urban,0
56056,41,Male,Gold,Sedan,Minor,24974,536438,Yes,No,2,48,Rural,0
51814,48,Male,Basic,Truck,Major,43484,355882,Yes,Yes,3,11,Urban,0
55997,49,Male,Basic,Hatchback,Major,86733,168701,Yes,No,0,12,Urban,0
55036,68,Female,Gold,Hatchback,Minor,74584,235996,No,No,2,23,Urban,0
52751,27,Female,Premium,SUV,Minor,29962,300753,No,Yes,5,46,Rural,0
56439,64,Female,Premium,Sedan,Total Loss,23359,587755,No,Yes,0,18,Rural,0
57518,71,Female,Premium,Truck,Major,52817,510316,Yes,Yes,4,33,Urban,0
50942,71,Male,Gold,SUV,Major,75916,82892,Yes,Yes,1,44,Urban,0
55203,38,Female,Premium,Hatchback,Minor,36858,456308,No,No,5,32,Urban,0
53877,50,Female,Premium,SUV,Major,54519,185862,Yes,No,3,55,Rural,0
50904,72,Male,Premium,Hatchback,Total Loss,81333,418274,Yes,No,1,17,Urban,0
54790,44,Female,Premium,Truck,Total Loss,24944,358446,Yes,Yes,2,41,Rural,0
52320,29,Female,Premium,Sedan,Total Loss,67175,307567,No,Yes,1,28,Rural,0
50790,30,Female,Basic,Hatchback,Minor,32804,504079,Yes,No,2,28,Urban,0
54326,49,Female,Basic,Hatchback,Total Loss,52464,370265,Yes,Yes,2,58,Urban,0
56391,25,Male,Premium,Sedan,Major,53703,337754,No,No,5,15,Urban,0
55129,52,Male,Gold,Sedan,Major,51994,165018,Yes,No,1,50,Rural,0
55469,68,Female,Basic,Truck,Minor,18981,142610,No,No,5,45,Rural,0
55815,61,Female,Basic,SUV,Minor,25001,505116,Yes,Yes,3,12,Urban,0
50662,41,Male,Basic,Hatchback,Minor,42321,462187,Yes,No,5,46,Urban,0
56001,73,Male,Basic,Truck,Minor,72781,497381,No,Yes,3,22,Urban,0
50421,70,Male,Premium,Hatchback,Major,59802,239646,No,No,1,49,Rural,0
57146,27,Male,Basic,Truck,Major,17472,172080,No,Yes,4,19,Urban,0
54382,22,Male,Basic,Hatchback,Major,53105,17756,No,Yes,5,34,Urban,0
50364,50,Male,Gold,Sedan,Major,23072,542657,No,No,0,46,Rural,0
56854,20,Male,Premium,SUV,Total Loss,58336,185898,Yes,Yes,4,20,Urban,0
53839,19,Female,Gold,Hatchback,Total Loss,28174,78251,No,No,2,51,Rural,0
51772,42,Female,Basic,Hatchback,Major,65772,10100,No,Yes,0,43,Rural,0
52580,23,Male,Gold,SUV,Minor,52289,229874,No,Yes,1,55,Urban,0
51993,30,Male,Basic,Hatchback,Total Loss,19357,23091,Yes,Yes,0,2,Rural,0
53201,22,Male,Basic,Truck,Total Loss,52464,292620,Yes,Yes,2,23,Urban,0
52937,28,Male,Premium,SUV,Total Loss,24507,263757,Yes,Yes,2,34,Rural,0
54048,66,Male,Basic,Sedan,Total Loss,18362,496282,Yes,No,5,38,Rural,0
53105,38,Male,Basic,Sedan,Major,57621,307567,Yes,Yes,1,42,Rural,0
55231,66,Female,Premium,Truck,Total Loss,63505,193151,Yes,No,3,52,Rural,0
55261,20,Male,Gold,Truck,Minor,45541,307567,Yes,Yes,3,21,Urban,0
54046,46,Female,Gold,Sedan,Minor,84878,464420,Yes,Yes,5,43,Urban,0
57750,20,Female,Gold,Sedan,Total Loss,29156,470204,Yes,Yes,1,1,Rural,0
54788,45,Female,Basic,Truck,Minor,18960,134567,No,No,0,29,Rural,0
51232,54,Female,Basic,Hatchback,Minor,71318,409399,No,Yes,1,12,Urban,0
57043,46,Female,Basic,SUV,Minor,40094,259734,No,Yes,3,49,Urban,0
57706,72,Male,Basic,Hatchback,Minor,52464,539187,No,No,1,33,Rural,0
50394,38,Male,Basic,Truck,Major,83412,306968,Yes,Yes,4,30,Urban,0
54953,43,Male,Premium,Hatchback,Minor,55816,521956,Yes,Yes,1,2,Rural,0
52955,64,Male,Basic,Truck,Major,41943,307567,Yes,No,5,3,Urban,0
50398,64,Female,Premium,Sedan,Total Loss,78976,404251,No,No,4,25,Urban,0
50084,61,Male,Basic,Truck,Minor,35931,1446048,No,No,3,47,Rural,0
57455,29,Female,Gold,Sedan,Major,61889,168645,No,No,3,46,Rural,0
50962,19,Male,Gold,SUV,Minor,56226,588312,Yes,Yes,4,44,Rural,0
52085,37,Female,Premium,SUV,Total Loss,47135,80923,No,No,3,54,Rural,0
53200,60,Male,Gold,SUV,Total Loss,39644,528527,No,Yes,0,14,Rural,0
54018,62,Female,Gold,Hatchback,Minor,75962,3243558,Yes,Yes,1,17,Rural,0
54923,63,Female,Gold,Hatchback,Minor,18045,127243,No,Yes,1,8,Rural,0
51959,21,Male,Gold,SUV,Minor,32710,462431,No,Yes,4,31,Rural,0
53133,59,Female,Gold,Truck,Total Loss,71611,525109,Yes,Yes,3,27,Rural,0
50194,70,Male,Gold,SUV,Major,27839,536827,Yes,Yes,3,53,Urban,0
50986,68,Female,Basic,Truck,Total Loss,18386,471766,Yes,No,0,38,Rural,0
53570,24,Male,Gold,Sedan,Minor,33628,522499,Yes,No,4,33,Rural,0
56693,25,Male,Premium,Hatchback,Major,67430,523840,Yes,No,2,11,Urban,0
52227,64,Female,Gold,Truck,Major,40113,291310,No,No,0,33,Rural,0
57273,38,Female,Basic,SUV,Total Loss,77094,76734,Yes,Yes,1,26,Urban,0
52856,23,Female,Basic,SUV,Major,35520,343999,No,Yes,1,30,Urban,0
50220,26,Female,Premium,SUV,Total Loss,46584,432999,No,Yes,1,44,Rural,0
52920,55,Female,Premium,Hatchback,Major,70753,149758,Yes,Yes,4,36,Rural,0
50496,71,Female,Basic,SUV,Minor,61132,469623,No,Yes,5,54,Rural,0
55488,36,Male,Basic,Hatchback,Minor,15157,346979,No,No,3,45,Rural,0
53216,57,Female,Gold,SUV,Major,61984,307567,No,No,0,38,Urban,0
51119,27,Male,Gold,Sedan,Minor,64001,312937,No,Yes,4,33,Urban,0
57869,70,Female,Basic,Truck,Total Loss,63921,519760,Yes,Yes,5,28,Urban,0
56418,37,Male,Gold,Sedan,Minor,18281,295112,Yes,Yes,0,14,Rural,0
55851,74,Male,Gold,Hatchback,Total Loss,52464,307567,Yes,No,1,56,Rural,0
50498,54,Male,Basic,SUV,Minor,59312,420050,No,No,0,14,Rural,0
53664,39,Female,Basic,SUV,Total Loss,66056,568112,No,Yes,4,4,Urban,0
53091,55,Male,Premium,Sedan,Major,24486,411744,No,Yes,1,4,Rural,0
51683,71,Male,Basic,Sedan,Total Loss,18856,39594,Yes,No,0,19,Urban,0
52645,65,Male,Basic,Truck,Major,22207,398254,Yes,No,5,13,Rural,0
57291,33,Female,Premium,Hatchback,Major,26797,515945,No,Yes,4,13,Rural,0
51870,27,Male,Gold,Sedan,Major,22840,368891,Yes,No,2,32,Rural,0
56542,68,Female,Premium,SUV,Major,31975,307567,Yes,No,3,9,Rural,0
55579,23,Female,Premium,SUV,Minor,85996,425656,No,Yes,4,49,Rural,0
55447,23,Male,Premium,Sedan,Major,73958,20660,Yes,No,3,14,Rural,0
52327,63,Male,Gold,Truck,Major,70387,364763,Yes,Yes,1,15,Rural,0
57752,25,Female,Gold,SUV,Total Loss,31239,203727,No,No,0,59,Urban,0
54353,39,Female,Premium,Truck,Total Loss,80796,130807,Yes,No,0,12,Rural,0
56107,28,Male,Gold,SUV,Major,73330,307567,No,Yes,3,35,Urban,0
52386,68,Male,Premium,SUV,Total Loss,25071,540004,Yes,No,5,17,Urban,0
54770,29,Male,Gold,Truck,Major,27988,153899,Yes,Yes,2,8,Rural,0
51093,60,Male,Gold,Hatchback,Total Loss,71511,330472,Yes,Yes,2,18,Urban,0
56389,25,Female,Basic,Hatchback,Total Loss,83459,228803,Yes,Yes,2,37,Urban,0
51551,68,Female,Premium,SUV,Total Loss,75566,456965,Yes,Yes,1,44,Urban,0
50226,41,Female,Basic,SUV,Major,64411,32442,Yes,No,1,25,Rural,0
53908,68,Female,Basic,Hatchback,Total Loss,88416,218376,Yes,No,1,41,Urban,0
56837,54,Male,Basic,SUV,Total Loss,60216,192089,Yes,Yes,4,33,Rural,0
51209,31,Male,Basic,Sedan,Total Loss,47973,516574,No,Yes,2,37,Rural,0
57986,67,Female,Basic,SUV,Minor,27762,595444,Yes,Yes,1,24,Urban,0
50055,31,Female,Basic,Hatchback,Total Loss,83337,286352,No,Yes,2,47,Urban,0
51642,40,Female,Basic,SUV,Minor,45442,499288,Yes,No,0,15,Urban,0
51435,74,Male,Basic,SUV,Major,52464,530388,No,No,0,48,Rural,0
51885,21,Male,Basic,Sedan,Minor,44644,498631,Yes,Yes,0,14,Urban,0
57294,42,Female,Gold,Sedan,Total Loss,35917,317855,Yes,No,4,41,Rural,0
53470,23,Male,Premium,Truck,Major,47389,110879,Yes,No,4,57,Urban,0
53943,47,Male,Gold,Sedan,Total Loss,78884,355384,Yes,Yes,5,39,Rural,0
51548,64,Female,Premium,Sedan,Minor,23969,215571,Yes,No,4,30,Urban,0
57996,19,Female,Premium,Hatchback,Total Loss,61618,303831,No,Yes,4,25,Rural,0
55855,19,Male,Basic,SUV,Minor,47251,387438,Yes,No,0,33,Rural,0
51345,69,Female,Basic,Sedan,Major,88687,138108,Yes,No,5,3,Urban,0
53055,68,Male,Basic,SUV,Minor,46455,289641,No,Yes,5,31,Urban,0
50400,22,Male,Gold,SUV,Major,53437,307567,No,Yes,5,59,Rural,0
53404,55,Female,Gold,Truck,Total Loss,88497,452498,No,Yes,0,51,Rural,0
51922,62,Male,Gold,Hatchback,Total Loss,88082,393417,Yes,No,2,18,Urban,0
50378,29,Male,Basic,SUV,Minor,52464,74830,No,Yes,4,50,Rural,0
53970,37,Female,Premium,Sedan,Total Loss,62277,185293,No,Yes,4,26,Rural,0
54536,56,Female,Gold,SUV,Total Loss,89292,184627,No,Yes,1,52,Urban,0
56337,26,Male,Gold,Truck,Total Loss,31690,578829,Yes,Yes,1,10,Urban,0
54510,20,Female,Gold,Sedan,Total Loss,84807,329612,Yes,Yes,3,35,Urban,0
52380,32,Male,Gold,Hatchback,Total Loss,72291,471277,Yes,Yes,4,5,Urban,0
55275,49,Male,Gold,SUV,Minor,25207,526844,No,Yes,2,18,Rural,0
53146,46,Female,Premium,Hatchback,Total Loss,69799,379316,No,Yes,5,31,Urban,0
55505,71,Male,Basic,SUV,Major,70082,311989,No,Yes,2,42,Urban,0
57023,24,Female,Basic,Hatchback,Total Loss,40695,232142,No,Yes,1,40,Rural,0
52906,74,Female,Gold,Truck,Total Loss,20099,580105,No,Yes,0,36,Urban,0
57424,30,Male,Gold,SUV,Major,60953,435442,No,No,5,4,Urban,0
51740,54,Male,Premium,Sedan,Total Loss,22199,324186,Yes,No,5,23,Rural,0
56615,27,Male,Gold,SUV,Minor,69361,332169,Yes,Yes,5,47,Rural,0
53516,52,Female,Premium,Truck,Major,79107,119383,No,No,2,6,Urban,0
55159,74,Female,Premium,Sedan,Total Loss,23268,575836,No,Yes,3,28,Urban,0
54237,18,Male,Premium,Sedan,Minor,89658,307567,No,Yes,5,45,Urban,0
53334,64,Female,Gold,Hatchback,Total Loss,82253,13057,No,Yes,5,33,Urban,0
57312,31,Male,Gold,SUV,Minor,21885,460019,Yes,No,3,47,Urban,0
54862,34,Female,Basic,Sedan,Major,23354,300979,No,Yes,2,22,Rural,0
57271,56,Male,Gold,SUV,Major,16905,277395,Yes,Yes,2,33,Urban,0
50337,71,Female,Basic,Hatchback,Minor,26998,344013,No,Yes,4,47,Urban,0
50667,53,Male,Basic,Sedan,Major,66086,342543,Yes,Yes,4,39,Urban,0
53092,32,Female,Gold,SUV,Total Loss,75595,89673,Yes,Yes,1,14,Rural,0
50126,50,Male,Gold,Truck,Minor,67129,168723,No,No,3,50,Urban,0
53974,50,Male,Basic,Sedan,Total Loss,52464,329665,Yes,Yes,5,36,Urban,0
50973,32,Female,Basic,SUV,Major,36735,91049,Yes,Yes,1,39,Rural,0
57088,51,Female,Gold,Hatchback,Major,69463,506811,No,No,2,19,Urban,0
57381,41,Male,Gold,SUV,Minor,28555,90894,No,Yes,2,46,Urban,0
51794,70,Female,Basic,Truck,Total Loss,52402,314604,No,Yes,5,37,Urban,0
56546,56,Male,Premium,Sedan,Major,15228,124655,No,No,0,16,Urban,0
55178,55,Female,Basic,Truck,Minor,51062,164616,No,No,5,41,Urban,0
54769,34,Female,Basic,Hatchback,Total Loss,36312,290000,Yes,No,4,47,Urban,0
57775,55,Female,Gold,SUV,Major,53661,27297,Yes,Yes,1,33,Rural,0
55620,31,Female,Premium,Truck,Total Loss,72279,365950,No,Yes,2,59,Rural,0
51512,66,Male,Gold,Sedan,Minor,22548,20876,No,Yes,1,43,Rural,0
52442,28,Female,Premium,Hatchback,Total Loss,52909,402493,Yes,No,2,27,Rural,0
55821,46,Male,Basic,SUV,Total Loss,47330,266549,Yes,Yes,0,44,Rural,0
53348,59,Female,Gold,SUV,Major,25346,147534,No,Yes,0,38,Rural,0
56540,66,Female,Basic,Hatchback,Total Loss,80387,176610,No,No,0,9,Rural,0
51877,47,Female,Gold,SUV,Total Loss,28008,2148114,Yes,No,3,5,Rural,0
56625,52,Female,Premium,SUV,Total Loss,42030,180291,No,Yes,0,43,Rural,0
50482,51,Male,Premium,SUV,Minor,52092,522330,Yes,Yes,4,34,Rural,0
52747,26,Female,Gold,Sedan,Major,17075,111873,No,Yes,4,13,Rural,0
57801,53,Male,Gold,SUV,Total Loss,88588,401234,No,Yes,3,13,Urban,0
50529,54,Female,Basic,Sedan,Major,73204,320955,Yes,No,3,54,Urban,0
56193,64,Female,Basic,Truck,Total Loss,17733,548631,No,Yes,4,45,Urban,0
56783,52,Male,Gold,Hatchback,Minor,74328,60552,No,Yes,0,29,Urban,0
51241,52,Female,Premium,Sedan,Major,85313,331829,No,Yes,1,15,Urban,0
53748,63,Male,Premium,Truck,Total Loss,43927,326539,Yes,Yes,1,28,Urban,0
53227,58,Male,Basic,Sedan,Total Loss,83124,430114,Yes,No,5,44,Urban,0
50022,41,Female,Premium,Truck,Total Loss,62112,22893,Yes,Yes,3,54,Urban,0
50295,69,Female,Premium,SUV,Minor,60869,196795,No,Yes,3,14,Urban,0
57143,49,Male,Premium,Truck,Total Loss,59622,544671,No,No,4,37,Rural,0
50872,42,Female,Premium,Sedan,Total Loss,77957,307567,Yes,Yes,4,1,Urban,0
50278,65,Male,Basic,Sedan,Major,73820,351722,No,Yes,3,21,Urban,0
56671,66,Male,Gold,Hatchback,Minor,84285,37293,No,No,3,58,Rural,0
55403,35,Female,Basic,Hatchback,Minor,22944,307567,No,Yes,0,18,Urban,0
52569,48,Female,Gold,SUV,Total Loss,42623,567865,Yes,No,1,2,Rural,0
56192,62,Male,Gold,Truck,Minor,79811,377629,Yes,Yes,4,20,Rural,0
57209,55,Male,Basic,Sedan,Major,57323,72933,Yes,No,0,56,Urban,0
55847,53,Female,Premium,Hatchback,Major,62287,183650,No,No,1,36,Rural,0
50770,61,Female,Basic,Truck,Major,24251,212572,No,No,3,45,Urban,0
52703,59,Female,Basic,Truck,Major,22531,560288,No,Yes,4,50,Rural,0
57417,68,Female,Basic,Truck,Minor,55655,256973,Yes,Yes,3,36,Rural,0
52741,72,Female,Basic,SUV,Minor,85098,433388,Yes,No,0,28,Urban,0
56132,57,Female,Basic,Sedan,Total Loss,60307,313099,No,No,0,12,Urban,0
55193,31,Female,Basic,Sedan,Major,57828,76337,Yes,No,3,27,Urban,0
51013,33,Male,Gold,Hatchback,Major,69994,216994,Yes,Yes,5,59,Rural,0
55744,45,Male,Basic,SUV,Minor,84419,419217,Yes,No,5,20,Urban,0
53761,70,Male,Basic,Sedan,Major,69250,330531,Yes,No,0,1,Rural,0
55341,25,Female,Premium,Hatchback,Total Loss,81082,465720,No,Yes,4,14,Rural,0
51946,67,Male,Gold,SUV,Major,52464,184172,Yes,Yes,0,46,Rural,0
52842,22,Male,Premium,Sedan,Major,37203,137730,Yes,No,1,8,Urban,0
57113,67,Male,Premium,SUV,Total Loss,75480,448829,Yes,No,3,36,Urban,0
52719,56,Female,Premium,Hatchback,Major,43031,506145,Yes,No,3,14,Urban,0
57010,65,Female,Premium,SUV,Major,79383,478421,Yes,Yes,0,16,Rural,0
53871,26,Male,Premium,SUV,Minor,39787,134428,No,No,2,41,Rural,0
50681,42,Male,Premium,Hatchback,Total Loss,19350,233800,No,No,2,43,Rural,0
55606,74,Female,Gold,Truck,Minor,36063,448273,Yes,Yes,0,17,Rural,0
56013,57,Female,Basic,Truck,Major,30437,460952,Yes,Yes,1,46,Rural,0
54982,30,Male,Premium,SUV,Total Loss,57850,20908,Yes,No,3,4,Urban,0
53584,43,Male,Premium,Hatchback,Total Loss,51046,324710,No,Yes,4,35,Urban,0
50747,67,Female,Premium,Sedan,Minor,36836,502924,No,No,1,47,Urban,0
50474,63,Male,Basic,Hatchback,Total Loss,75108,368102,No,Yes,4,42,Urban,0
54799,23,Male,Gold,SUV,Major,48126,506845,No,No,2,55,Rural,0
50989,46,Male,Basic,Truck,Total Loss,86972,359339,Yes,No,0,40,Rural,0
53462,34,Female,Basic,Sedan,Major,20217,324734,Yes,Yes,1,1,Urban,0
56354,30,Female,Premium,Truck,Total Loss,82403,335185,Yes,Yes,5,52,Rural,0
54997,39,Female,Basic,SUV,Total Loss,82497,182748,Yes,No,0,51,Urban,0
50274,51,Male,Gold,SUV,Total Loss,75850,27073,No,Yes,2,24,Urban,0
56067,33,Female,Premium,Hatchback,Minor,45593,48955,No,No,3,31,Rural,0
52786,34,Female,Gold,SUV,Minor,15888,53029,No,Yes,3,18,Urban,0
52743,71,Female,Gold,Sedan,Total Loss,85249,415332,No,No,3,19,Rural,0
54081,34,Male,Premium,Sedan,Minor,35893,209696,Yes,Yes,5,39,Rural,0
50948,71,Female,Basic,Truck,Minor,28063,230702,Yes,Yes,0,28,Rural,0
53372,31,Female,Premium,Sedan,Minor,39060,157448,No,No,4,2,Rural,0
50060,19,Female,Premium,Truck,Minor,79784,473216,No,Yes,3,59,Urban,0
56254,57,Male,Premium,Truck,Major,22375,505098,Yes,Yes,0,27,Urban,0
51156,47,Male,Basic,SUV,Total Loss,37792,266677,Yes,No,3,5,Urban,0
55785,24,Female,Basic,Sedan,Total Loss,36933,76949,Yes,No,0,44,Rural,0
50680,40,Female,Basic,SUV,Minor,23190,383095,No,Yes,0,46,Urban,0
54906,71,Female,Basic,Truck,Major,21514,511683,No,Yes,4,37,Rural,0
50178,56,Female,Basic,Hatchback,Minor,75542,216310,Yes,Yes,4,15,Rural,0
53624,66,Female,Premium,SUV,Minor,75530,162882,No,No,0,22,Urban,0
53277,56,Male,Basic,SUV,Total Loss,50394,291731,Yes,Yes,2,38,Urban,0
57675,19,Male,Basic,Truck,Minor,71490,307567,Yes,Yes,2,13,Urban,0
50607,44,Male,Gold,Sedan,Total Loss,39754,287380,No,Yes,1,53,Urban,0
54458,38,Female,Gold,Truck,Major,87008,198552,Yes,No,2,23,Rural,0
54170,46,Male,Gold,Sedan,Major,40644,239601,Yes,No,2,18,Rural,0
50780,30,Female,Basic,Hatchback,Minor,67203,275849,Yes,No,0,21,Urban,0
50593,49,Male,Gold,SUV,Minor,36187,420212,Yes,Yes,0,12,Rural,0
53633,38,Male,Premium,Truck,Total Loss,38084,413434,No,Yes,4,18,Urban,0
56644,18,Female,Gold,SUV,Total Loss,26416,82766,Yes,Yes,3,59,Rural,0
50415,58,Male,Gold,Sedan,Major,41414,562111,No,No,2,48,Urban,0
55154,22,Female,Gold,SUV,Major,79758,104941,No,No,0,1,Urban,0
55853,62,Male,Basic,Sedan,Minor,20758,338529,Yes,Yes,0,34,Rural,0
50594,18,Male,Basic,Truck,Total Loss,37953,276304,No,No,4,2,Rural,0
56466,65,Male,Basic,Sedan,Major,28554,138685,Yes,Yes,3,34,Rural,0
51159,48,Female,Gold,Sedan,Minor,51018,330897,Yes,No,1,16,Rural,0
53847,26,Female,Gold,Sedan,Major,25805,148359,Yes,Yes,3,57,Urban,0
55174,64,Male,Gold,Hatchback,Major,21300,58172,Yes,No,3,44,Urban,0
53010,51,Male,Basic,Truck,Total Loss,82720,76227,No,No,3,42,Urban,0
57464,28,Female,Premium,Sedan,Major,89608,307567,Yes,No,1,31,Rural,0
51305,23,Female,Gold,Sedan,Major,17074,398680,No,Yes,2,23,Urban,0
57302,20,Male,Gold,Truck,Minor,31753,473429,Yes,Yes,0,45,Rural,0
51927,74,Male,Basic,Sedan,Total Loss,34361,315447,Yes,No,1,36,Rural,0
57777,58,Male,Gold,Truck,Minor,38784,568865,No,No,3,49,Urban,0
56664,63,Male,Basic,Hatchback,Major,23526,307567,No,Yes,1,50,Urban,0
56739,57,Female,Premium,Truck,Minor,66700,515647,Yes,Yes,1,52,Urban,0
54638,68,Female,Premium,Hatchback,Major,82082,307567,Yes,Yes,4,26,Rural,0
57246,27,Female,Basic,Sedan,Total Loss,25581,536472,Yes,Yes,1,26,Rural,0
53781,22,Male,Premium,Sedan,Major,33381,217793,No,No,1,54,Urban,0
56981,28,Female,Basic,SUV,Major,23476,447518,Yes,Yes,2,22,Urban,0
51682,19,Female,Basic,Hatchback,Total Loss,17414,552473,Yes,No,2,28,Rural,0
57032,34,Female,Premium,Hatchback,Total Loss,79806,183258,No,Yes,3,23,Rural,0
56682,52,Male,Gold,Sedan,Minor,85565,433908,Yes,Yes,2,19,Rural,0
52502,29,Female,Gold,Sedan,Total Loss,56045,77666,Yes,Yes,2,27,Rural,0
55093,29,Female,Gold,SUV,Minor,52464,235321,No,Yes,3,9,Urban,0
56742,18,Female,Gold,SUV,Major,80171,34792,No,Yes,4,58,Urban,0
50485,40,Female,Premium,Truck,Minor,89557,346373,No,Yes,5,24,Urban,0
52539,55,Female,Basic,Sedan,Total Loss,80491,303332,Yes,No,5,19,Rural,0
51504,18,Female,Gold,Sedan,Major,56304,270644,No,No,1,18,Urban,0
57850,64,Male,Basic,SUV,Total Loss,76375,567108,No,Yes,5,37,Urban,0
53473,28,Female,Basic,SUV,Minor,46048,338401,No,No,0,13,Rural,0
57880,60,Male,Premium,SUV,Total Loss,67421,307567,No,No,5,51,Rural,0
50247,19,Female,Premium,Sedan,Major,63906,157935,Yes,No,4,25,Rural,0
50225,61,Female,Premium,Truck,Minor,55602,298695,No,No,0,16,Urban,0
57542,33,Male,Basic,SUV,Major,43899,98397,Yes,Yes,5,40,Urban,0
54518,55,Female,Basic,Truck,Minor,52464,286094,No,Yes,5,38,Urban,0
55200,33,Male,Premium,Hatchback,Minor,31026,198695,No,Yes,3,26,Urban,0
53998,43,Male,Basic,Hatchback,Total Loss,88006,276196,Yes,Yes,1,4,Urban,0
57338,40,Male,Premium,Hatchback,Major,25237,142075,Yes,Yes,3,43,Rural,0
57793,29,Male,Premium,Hatchback,Major,47035,77189,Yes,Yes,2,49,Rural,0
53804,29,Male,Basic,Sedan,Total Loss,43606,219957,Yes,Yes,3,23,Urban,0
57262,74,Male,Basic,Sedan,Total Loss,66446,168677,Yes,No,3,37,Rural,0
51520,46,Female,Gold,Hatchback,Major,29756,118518,No,No,2,37,Rural,0
53632,27,Male,Basic,Truck,Major,87207,88053,No,Yes,5,36,Rural,0
52864,51,Female,Basic,Sedan,Total Loss,25957,467398,No,Yes,0,1,Rural,0
55956,74,Male,Premium,Truck,Total Loss,24236,346676,Yes,Yes,1,43,Rural,0
52167,52,Male,Premium,Sedan,Major,22469,119523,Yes,Yes,1,55,Rural,0
50669,66,Female,Basic,Truck,Minor,77125,356289,Yes,No,2,10,Urban,0
50217,23,Male,Premium,Sedan,Total Loss,37378,503864,Yes,Yes,3,8,Urban,0
53124,65,Male,Premium,Hatchback,Minor,86605,463589,No,No,0,28,Urban,0
55466,70,Female,Basic,Sedan,Minor,78625,397557,Yes,No,5,24,Rural,0
53054,63,Female,Gold,Hatchback,Total Loss,84265,371919,No,Yes,4,57,Urban,0
55362,65,Female,Gold,SUV,Minor,87585,491438,No,Yes,3,20,Rural,0
50132,24,Female,Basic,Sedan,Minor,62594,566065,No,No,4,19,Rural,0
55292,46,Female,Premium,Hatchback,Minor,75737,545747,Yes,Yes,2,3,Urban,0
54309,65,Female,Gold,Truck,Minor,26932,405636,Yes,Yes,4,24,Urban,0
55351,23,Male,Premium,Truck,Minor,32946,167071,No,No,4,36,Rural,0
52289,23,Female,Basic,Sedan,Minor,21726,529841,Yes,No,3,57,Urban,0
57124,51,Female,Basic,Sedan,Minor,30396,252359,Yes,Yes,0,25,Rural,0
53653,52,Female,Premium,Hatchback,Minor,60876,307567,Yes,Yes,2,43,Urban,0
52164,55,Male,Gold,Sedan,Major,45697,251507,Yes,No,3,44,Rural,0
50197,45,Male,Gold,Hatchback,Total Loss,38625,498558,Yes,No,3,25,Urban,0
55631,66,Female,Basic,Truck,Major,38251,95134,Yes,Yes,0,8,Urban,0
52067,62,Female,Basic,SUV,Major,81514,196002,Yes,No,1,45,Rural,0
52949,32,Female,Gold,Hatchback,Minor,24603,397481,Yes,Yes,0,15,Urban,0
53454,66,Female,Premium,Truck,Major,71536,419079,Yes,No,4,37,Urban,0
55864,20,Female,Premium,Truck,Total Loss,51797,58283,Yes,Yes,1,12,Rural,0
52900,22,Male,Gold,Hatchback,Minor,40270,125996,No,Yes,2,5,Urban,0
53571,23,Female,Basic,Sedan,Minor,34367,301777,No,No,0,51,Rural,0
54242,46,Male,Basic,Truck,Major,62812,88669,No,Yes,3,20,Rural,0
52392,35,Male,Gold,Truck,Minor,69542,370993,No,Yes,0,16,Urban,0
56173,61,Male,Gold,Sedan,Total Loss,73190,63946,Yes,Yes,4,25,Urban,0
57332,61,Male,Basic,Hatchback,Total Loss,17294,466210,No,No,2,24,Urban,0
50412,70,Male,Gold,Truck,Minor,52464,115971,No,Yes,0,33,Rural,0
54682,34,Male,Gold,SUV,Minor,36532,505855,Yes,Yes,4,45,Rural,0
53283,38,Male,Basic,Sedan,Major,60813,305657,No,Yes,1,44,Urban,0
53469,32,Female,Gold,SUV,Minor,36155,597813,No,No,4,31,Rural,0
50649,67,Female,Basic,Truck,Minor,67532,416518,Yes,Yes,1,33,Urban,0
50265,21,Male,Gold,SUV,Major,58727,353386,No,Yes,2,4,Rural,0
51872,42,Male,Gold,Truck,Total Loss,67408,595871,No,Yes,0,5,Rural,0
51487,30,Male,Basic,Hatchback,Total Loss,29703,394188,No,Yes,1,35,Urban,0
51133,61,Female,Premium,Hatchback,Total Loss,83857,421990,No,Yes,1,33,Rural,0
50408,45,Male,Gold,Hatchback,Minor,61972,563137,Yes,No,5,1,Rural,0
